timestamp,ip,port,request_info
2025-05-27 07:03:34,24.133.24.34,35327,Possible Brute Force Attack Detected! Failed attempts: 6
2025-05-27 07:03:35,24.133.24.34,35328,"POST Request: POST / HTTP/1.1, Data: {'username': ['admin'], 'password': ['passwor']}"
2025-05-27 07:03:35,24.133.24.34,35328,Login attempt (Failed): admin
2025-05-27 07:03:35,24.133.24.34,35328,Possible Brute Force Attack Detected! Failed attempts: 7
2025-05-27 07:03:38,24.133.24.34,35329,"POST Request: POST / HTTP/1.1, Data: {'username': ['admin'], 'password': ['passwor']}"
2025-05-27 07:03:38,24.133.24.34,35329,Login attempt (Failed): admin
2025-05-27 07:03:38,24.133.24.34,35329,Possible Brute Force Attack Detected! Failed attempts: 8
2025-05-27 07:03:39,24.133.24.34,35330,"POST Request: POST / HTTP/1.1, Data: {'username': ['admin'], 'password': ['passwor']}"
2025-05-27 07:03:39,24.133.24.34,35330,Login attempt (Failed): admin
2025-05-27 07:03:39,24.133.24.34,35330,Possible Brute Force Attack Detected! Failed attempts: 9
2025-05-27 07:03:40,24.133.24.34,35331,"POST Request: POST / HTTP/1.1, Data: {'username': ['admin'], 'password': ['passwor']}"
2025-05-27 07:03:40,24.133.24.34,35331,Login attempt (Failed): admin
2025-05-27 07:03:40,24.133.24.34,35331,Possible Brute Force Attack Detected! Failed attempts: 10
2025-05-27 07:03:41,24.133.24.34,35332,"POST Request: POST / HTTP/1.1, Data: {'username': ['admin'], 'password': ['passwor']}"
2025-05-27 07:03:41,24.133.24.34,35332,Login attempt (Failed): admin
2025-05-27 07:03:41,24.133.24.34,35332,Possible Brute Force Attack Detected! Failed attempts: 11
2025-05-27 07:03:41,24.133.24.34,35333,"POST Request: POST / HTTP/1.1, Data: {'username': ['admin'], 'password': ['passwor']}"
2025-05-27 07:03:41,24.133.24.34,35333,Login attempt (Failed): admin
2025-05-27 07:03:41,24.133.24.34,35333,Possible Brute Force Attack Detected! Failed attempts: 12
2025-05-27 07:08:47,24.133.24.34,35404,"POST Request: POST / HTTP/1.1, Data: {'username': ['admin'], 'password': ['passwor']}"
2025-05-27 07:08:47,24.133.24.34,35404,Login attempt (Failed): admin
2025-05-27 07:08:49,24.133.24.34,35405,"POST Request: POST / HTTP/1.1, Data: {'username': ['admin'], 'password': ['passwor']}"
2025-05-27 07:08:49,24.133.24.34,35405,Login attempt (Failed): admin
2025-05-27 07:08:51,24.133.24.34,35406,"POST Request: POST / HTTP/1.1, Data: {'username': ['admin'], 'password': ['passwor']}"
2025-05-27 07:08:51,24.133.24.34,35406,Login attempt (Failed): admin
2025-05-27 07:10:31,24.133.24.34,35424,"POST Request: POST / HTTP/1.1, Data: {'username': ['admin'], 'password': ['passwor']}"
2025-05-27 07:10:31,24.133.24.34,35424,Login attempt (Failed): admin
2025-05-27 07:10:35,24.133.24.34,35425,"POST Request: POST / HTTP/1.1, Data: {'username': ['admin'], 'password': ['password']}"
2025-05-27 07:10:35,24.133.24.34,35425,Login attempt (Successful): admin
2025-05-27 13:23:32,24.133.24.34,35605,"POST Request: POST / HTTP/1.1, Data: {'username': ['admin'], 'password': ['password']}"
2025-05-27 13:23:32,24.133.24.34,35605,Login attempt (Successful): admin
2025-05-27 13:25:45,24.133.24.34,35653,"POST Request: POST / HTTP/1.1, Data: {'username': ['admin'], 'password': ['password']}"
2025-05-27 13:25:45,24.133.24.34,35653,Login attempt (Successful): admin
2025-05-27 13:43:33,24.133.24.34,35968,"POST Request: POST / HTTP/1.1, Data: {'username': ['admin'], 'password': ['password']}"
2025-05-27 13:43:33,24.133.24.34,35968,Login attempt (Successful): admin
2025-05-27 13:43:35,24.133.24.34,35969,Possible DDoS Attack Detected! 2 requests in 10 seconds.
2025-05-27 13:43:35,24.133.24.34,35969,"POST Request: POST / HTTP/1.1, Data: {'username': ['admin'], 'password': ['password']}"
2025-05-27 13:43:35,24.133.24.34,35969,Login attempt (Successful): admin
2025-05-27 13:43:38,24.133.24.34,35970,Possible DDoS Attack Detected! 3 requests in 10 seconds.
2025-05-27 13:43:38,24.133.24.34,35970,"POST Request: POST / HTTP/1.1, Data: {'username': ['admin'], 'password': ['password']}"
2025-05-27 13:43:38,24.133.24.34,35970,Login attempt (Successful): admin
